,soma_region,predicted_met_type,LF1_L23-IT,LF1_L4-L5-IT,LF2_L4-L5-IT,LF3_L4-L5-IT,LF4_L4-L5-IT,LF1_L6-IT,LF1_L5-ET,LF2_L5-ET,LF3_L5-ET,LF1_L6-CT,LF2_L6-CT,LF3_L6-CT,LF1_L6b,LF2_L6b,surface_ccf_x,surface_ccf_y,surface_ccf_z,ipsi_VISam,ipsi_VISp,ipsi_VISpm,ipsi_VISrl,contra_VISpor,ipsi_CP,ipsi_ENTl,ipsi_ENTm,ipsi_HPF,ipsi_LA,ipsi_PERI,ipsi_VISl,ipsi_VISpor,ipsi_fiber tracts,ipsi_APN,ipsi_LD,ipsi_LGv,ipsi_NOT,ipsi_PPT,ipsi_SCop,ipsi_SCsg,ipsi_SCzo,contra_VISp,ipsi_RSPagl,ipsi_VISal,ipsi_VISli,ipsi_VISpl,ipsi_LP,ipsi_MB,ipsi_PG,ipsi_RSPd,ipsi_RSPv,ipsi_SCdg,ipsi_SCig,ipsi_SCiw,ipsi_SNr,ipsi_SubG,ipsi_TRN,ipsi_VISa,ipsi_ZI,ipsi_LGd-co,ipsi_LGd-ip,ipsi_LGd-sh,ipsi_Eth,ipsi_MGm,ipsi_SGN,ipsi_TEa,ipsi_RT,ipsi_TH,ipsi_VAL,ipsi_VM,ipsi_VPL,ipsi_IGL,ipsi_VPM,contra_CP,contra_RSPv,contra_fiber tracts,ipsi_ACAd,ipsi_ACAv,ipsi_APr,ipsi_POST,ipsi_PRE,contra_AUDpo,contra_RSPd,contra_TEa,ipsi_MOs,ipsi_SSp-bfd,ipsi_MPT,ipsi_OP,ipsi_POL,contra_ENTl,contra_VISl,contra_VISpl,ipsi_ECT,ipsi_STR,contra_AON,contra_ECT,contra_EPd,contra_OLF,contra_ORBl,contra_ORBvl,contra_PIR,contra_SSp-bfd,contra_VISC,ipsi_AId,ipsi_AIp,ipsi_AIv,ipsi_CEAc,ipsi_CLA,ipsi_ORBl,ipsi_ORBvl,ipsi_PL,ipsi_SSp-m,ipsi_SSp-n,ipsi_SSs,ipsi_VISC,ipsi_MGd,ipsi_MGv,contra_ACAd,contra_AIp,contra_PERI,ipsi_AUDd,ipsi_SSp-tr,ipsi_P,ipsi_AUDv,ipsi_FF,ipsi_PO,ipsi_PRC,ipsi_AUDpo,ipsi_SSp-un,contra_VISal,ipsi_MOp,ipsi_MRN,ipsi_NPC,ipsi_PAG,ipsi_HY,ipsi_PF,contra_VISli,ipsi_PAR,ipsi_SCdw,contra_PH,contra_RE,contra_Xi,ipsi_PH,ipsi_PRNr,ipsi_PVi,contra_ACAv,ipsi_SSp-ul,contra_VISam,ipsi_AUDp,contra_RSPagl,ipsi_SSp-ll,contra_VISa,contra_PAG,ipsi_CS,ipsi_GPe,ipsi_NI,ipsi_NLL,ipsi_PCG,ipsi_PPN,ipsi_SUM,contra_AUDd,contra_VISpm,contra_VISrl,contra_ENTm,ipsi_AON,ipsi_OLF,ipsi_TTd,ipsi_DG-mo,ipsi_CUN,ipsi_ICe,ipsi_SAG,contra_MOp,contra_SSp-m,contra_SSs,ipsi_CTXsp,ipsi_GU,contra_PT,ipsi_CL,ipsi_IntG,ipsi_PR,ipsi_SMT,ipsi_AD,ipsi_LSc,ipsi_PoT,contra_APr,ipsi_RE,contra_GRN,contra_MRN,contra_RPF,ipsi_MARN,ipsi_PRNc,ipsi_PRP,ipsi_PBG,ipsi_NTB,ipsi_RN,ipsi_VTA,ipsi_BLAa,ipsi_STN,contra_MOs,ipsi_CEAl,contra_DTN,contra_PCG,contra_PDTg,contra_SPA,ipsi_DTN,ipsi_LDT,ipsi_LT,ipsi_SPA,ipsi_VPMpc,ipsi_PB,contra_LSc,contra_LSr,ipsi_BLAp,contra_AUDv,contra_CM,contra_IMD,contra_TH,ipsi_IMD,contra_AUDp,contra_DG-mo,contra_PAR,contra_POST,contra_PRE,contra_SCdg,ipsi_CA3,contra_AMd,contra_PVT,ipsi_AMd,ipsi_ICc,ipsi_ICd,ipsi_MY,ipsi_SLC,ipsi_SLD,contra_SCiw,contra_MB,contra_PIL,contra_PP,ipsi_AV,ipsi_LH
194069_7890-X3746-Y21746_reg,VISp,L5 ET-2,7.634912618914194,6.200548529868361,4.261875218347578,0.191617811053895,1.0320796666215442,-4.702406840519831,-0.1705099131825324,-0.5419541065706845,0.4446251072047718,3.742116991526889,8.932946290035602,-5.304666226411143,4.207469838829022,-0.4986985163470093,9630,1090,2650,0.0,9291.884296316368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4113.384678341313,1995.335950651837,17212.399132545186,1335.610144998759,0.0,1207.5883996265738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3611.779975678961,0.0,0.0,0.0,0.0,0.0,1190.481050957262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.6588348601941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.7578587076125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194069_7949-X5085-Y10196_reg,VISp,L5 ET-3,4.7468438335896845,3.5973304995862203,6.472410113340243,2.6426970506772465,-0.4832840822052877,-5.36204193586174,0.5182341089924559,-0.1896413321995139,-1.1508484457016506,0.9476770479588263,8.196163240632854,-3.648294719131086,5.400879423105222,-0.2560135748061944,10100,1040,3530,0.0,6555.387847923907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10680.56538830394,5677.084985438402,4533.397371558455,1863.5460191660925,0.0,2178.630457942906,807.4865772050618,2464.023479216617,0.0,0.0,0.0,0.0,0.0,0.0,4968.716612384587,520.780475723387,0.0,0.0,0.0,0.0,1747.5059989039612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.4991009029778,157.8000097407154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194069_8027-X4187-Y22761_reg,VISp,L5 ET-3,5.758672715155225,6.609069866897492,4.935169105988298,-0.4772792780603859,-0.0432398133463686,-5.937971409092929,0.2754365873261578,-1.0728498799064807,2.440710477459046,6.050328172970582,10.0870347140469,-5.12963324311642,4.082548911485192,-0.9778467855908134,9780,1520,2200,0.0,6188.065750175181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.1681391073116,0.0,4679.703466123508,3361.137545395181,7489.425005692998,3731.886999969303,0.0,0.0,1274.1787210818843,1708.9362767206492,267.34140062195974,0.0,0.0,0.0,0.0,261.7834643428728,3637.5714511699352,0.0,1529.9728467243667,0.0,0.0,0.0,2851.7053491454453,0.0,0.0,0.0,355.4549578705853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.8213473581205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194069_8063-X5880-Y9133_reg,VISp,L5 ET-2,3.5918391425407576,1.989825192694117,4.283765656258643,2.5525631496275585,0.0435835185935744,-3.738191840012525,-0.8743933150588876,0.6680324214887001,-2.729810244163104,-1.0962008474233116,5.806714414740955,-3.821455813783119,4.062032447348104,-0.2949932005139681,10300,1500,2960,0.0,13262.611611522469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7386.099659190955,0.0,0.0,1796.5807612915792,1172.429420231521,676.5624113751359,9794.79730130108,3577.7092436359544,0.0,0.0,0.0,0.0,0.0,0.0,3601.7443896032664,331.8792964851703,0.0,0.0,0.0,0.0,1461.405945137496,0.0,0.0,0.0,0.0,0.0,0.0,905.7752325092284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194069_8220-X4330-Y22689_reg,VISp,L5 ET-3,7.9788917197102736,6.781497930676941,5.018668422594724,2.1165266923640558,2.5710069524251704,-6.173677006769819,0.9137437308780488,-0.3169925145065665,-0.9651170934654484,3.9416816087695623,9.46090936269372,-3.790603990606392,6.292120943214945,-0.0863599813948573,10060,1650,2280,0.0,7607.056247978453,0.0,0.0,0.0,2364.217863295108,0.0,0.0,0.0,0.0,0.0,663.9829566199782,0.0,6545.114182767432,1434.0314412946238,0.0,5957.857184261034,0.0,0.0,3223.343878567024,1558.933038650198,0.0,0.0,0.0,0.0,0.0,586.4811653818094,9762.155000690434,0.0,0.0,0.0,0.0,0.0,4393.230191726042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2147.1198648624472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.57050616301456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194069_8231-X4410-Y22897_reg,VISp,L5 ET-3,4.848615159691595,4.632158381401434,4.7560842195146105,2.574627523530259,0.600471920737582,-4.808721970592138,-0.4598346313352316,-0.2964477568780768,-0.8074030138538553,2.3442245388110523,7.863678707759137,-5.615794222150159,5.896999167760618,0.4506547141919602,10050,1720,2180,0.0,4391.529637771168,0.0,0.0,0.0,2170.896566840908,0.0,0.0,0.0,0.0,0.0,0.0,784.3206076188302,0.0,0.0,1626.5418774510422,1537.2264829404637,0.0,745.346660857631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1619.7191407209384,3059.6609974709,2272.422432715438,743.9309107841967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.8710921395918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2107.891399910964,690.3212821177156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211541_7083-X17997-Y16517_reg,VISp,L5 ET-2,5.6358707556083285,7.954279017458516,4.346215927400766,2.7171704933513823,-1.978594121968143,-2.2451262909619536,1.2574577727531218,-0.5583504593425006,1.741528623335681,5.035592038339418,7.933831556838964,-3.413169605938988,5.113234257278111,-2.1458364863516404,8890,590,3180,0.0,16089.815475733947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8134.283760856515,0.0,1511.5232616179092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4395.76476653491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.295227506405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.0550898085278,2866.1127989413144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211541_7381-X7249-Y16155_reg,VISp,L5 ET-2,4.493158095454858,3.92681028893476,5.091867670542732,0.4274701437378465,-1.1360286897897145,-6.177563921299156,-0.8192943114497716,-0.2410000824328176,-0.131124334191047,1.704986597343113,9.728062856126584,-5.661921541526443,3.188801652088172,-2.0100676408833142,9820,1080,2840,0.0,11651.038867978605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9839.304407747391,8052.260745804861,2614.1059293600706,6645.401457149605,0.0,738.1512470786861,0.0,2833.816840349606,0.0,0.0,0.0,0.0,0.0,0.0,3694.349333527916,393.11550664577743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.4197646041038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211550_6674-X20158-Y16621_reg,VISp,L5 ET-2,7.612573199395793,7.479262391888627,5.244050460738818,3.1945863295955794,-0.5605404627852288,-1.949897659578057,1.4524432898883215,0.5370131387211189,0.8522138005400586,4.264855543139466,6.885398227058213,-3.871883692054024,6.262456754913922,0.3378187200476857,8070,740,2630,0.0,6332.733124148164,0.0,1725.8969120730064,0.0,12221.972198173478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7370.51267905243,0.0,0.0,889.801604316778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8547.943716398544,0.0,0.0,0.0,33785.63987569076,0.0,1492.5833732689864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.7722846455978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0368761023438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211550_6721-X20655-Y16337_reg,VISp,L5 ET-2,6.5971561632846605,7.102436137686324,4.331515421300509,4.18689328794619,-1.164553822972248,-1.0385456953825245,1.311834891191824,-0.2004190419522441,0.5457235359403958,3.2217344437323403,5.999901160638056,-5.766408735440913,4.621338604114016,0.3067328329642647,8170,890,2380,358.1870334717039,6520.189125987852,0.0,2448.502179964716,0.0,8150.983601014925,0.0,0.0,0.0,0.0,0.0,237.58329479545785,0.0,8380.304989232374,3400.0836530747824,0.0,3644.062032870752,0.0,986.9125769082336,110.93186374783303,0.0,0.0,0.0,0.0,966.0554926335122,0.0,0.0,2629.5896897915263,723.9899509365439,3821.155832955063,0.0,0.0,0.0,35541.188893301274,0.0,2984.7190479912897,0.0,0.0,0.0,202.67094658829188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.7296332257993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
